id,name,type,frameType,desc,atk,def,level,race,attribute,archetype,banlist_info,Set Code,Set_Rarity,Set_Name,Set_Price
66362965,The Fiend Megacyber,Effect Monster,effect,"If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (from your hand).",2200.0,1200.0,6.0,Warrior,DARK,,,SBCB-EN148,(C),Speed Duel: Battle City Box,1.12
22610082,The Mask of Remnants,Spell Card,spell,"Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of ""Masked Beast Des Gardius"", this card is treated as an Equip Card. Control of the equipped monster is switched.",,,,Normal,,Mask,,SBCB-EN119,(C),Speed Duel: Battle City Box,1.14
49064413,The Masked Beast,Ritual Monster,ritual,"You can Ritual Summon this card with ""Curse of the Masked Beast"".",3200.0,1800.0,8.0,Fiend,DARK,Mask,,SBCB-EN116,(C),Speed Duel: Battle City Box,1.18
300302019,The Psychic Duelist,Skill Card,skill,"Activate 1 of the following Skills during your Main Phase, by paying half your LP.
● Target 1 Set card in your opponent's Spell & Trap Zone and declare 1 type (Monster, Spell or Trap), then reveal the face-down card, and if it is the declared card type, it cannot be activated this turn.
● Randomly select 1 card in your opponent's hand and declare 1 type (Monster, Spell or Trap), then reveal that card, and if it is the declared type, inflict 500 damage to your opponent.
Each of these Skills can only be used once per Duel.",,,,Espa Roba,,,,SBCB-ENS05,(C),Speed Duel: Battle City Box,1.07
40703393,The Puppet Magic of Dark Ruler,Spell Card,spell,Select 1 Fiend-Type monster from your Graveyard. Remove from play monsters on your side of the field whose total Levels exactly equal the Level of the selected Fiend-Type monster. Then Special Summon the selected monster from your Graveyard.,,,,Normal,,,,SBCB-EN192,(C),Speed Duel: Battle City Box,1.07
76305638,The Rock Spirit,Effect Monster,effect,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 EARTH monster in your Graveyard. Increase the ATK of this monster by 300 points during your opponent's Battle Phase.,1700.0,1000.0,4.0,Rock,EARTH,,,SBCB-EN029,(C),Speed Duel: Battle City Box,1.14
95281259,The Warrior Returning Alive,Spell Card,spell,Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.,,,,Normal,,,,SBCB-EN161,(C),Speed Duel: Battle City Box,1.1
10000010,The Winged Dragon of Ra,Effect Monster,effect,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",0.0,0.0,10.0,Divine-Beast,DIVINE,Egyptian God,,SBCB-EN203,(ScR),Speed Duel: Battle City Box,7.98
70050374,Twin-Barrel Dragon,Effect Monster,effect,"When this card is Summoned: Target 1 card your opponent controls; toss a coin twice, and if the result is 2 Heads, destroy it.",1700.0,200.0,4.0,Machine,DARK,,,SBCB-EN180,(C),Speed Duel: Battle City Box,1.43
88494120,Unbreakable Spirit,Trap Card,trap,"If you control only 1 face-up monster: Target that monster; until the end of this turn, it gains ATK equal to the ATK of the monster your opponent currently controls with the lowest ATK (your choice, if tied).",,,,Normal,,,,SBCB-EN039,(C),Speed Duel: Battle City Box,1.08
300302020,Union Combination,Skill Card,skill,"Activate this Skill during your Main Phase. Once per turn, you can Fusion Summon 1 LIGHT Machine Fusion Monster from your Extra Deck, using monsters from your GY or field as Fusion Material. For the rest of this turn, your opponent takes no damage.",,,,Seto Kaiba,,,,SBCB-ENS07,(C),Speed Duel: Battle City Box,1.12
66399653,Union Hangar,Spell Card,spell,"When this card is activated: You can add 1 LIGHT Machine Union monster from your Deck to your hand. Once per turn, if a LIGHT Machine Union monster(s) is Normal or Special Summoned to your field (except during the Damage Step): You can target 1 of those monsters; equip 1 appropriate LIGHT Machine Union monster, with a different name, from your Deck to that monster, but the Union monster you equipped cannot be Special Summoned this turn. You can only activate 1 ""Union Hangar"" per turn.",,,,Field,,,,SBCB-EN077,(C),Speed Duel: Battle City Box,1.25
39778366,Union Scramble,Trap Card,trap,"Target up to 3 of your banished LIGHT Machine-Type Normal Monsters and/or LIGHT Machine-Type Union monsters; Special Summon them. During either player's turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished LIGHT Machine-Type Normal Monsters or LIGHT Machine-Type Union monsters; return it to the hand. You can only activate 1 ""Union Scramble"" per turn.",,,,Normal,,,,SBCB-EN082,(C),Speed Duel: Battle City Box,1.2
56747793,United We Stand,Spell Card,spell,The equipped monster gains 800 ATK/DEF for each face-up monster you control.,,,,Equip,,,{'ban_goat': 'Limited'},SBCB-EN074,(C),Speed Duel: Battle City Box,1.44
1353770,"Valhalla, Hall of the Fallen",Spell Card,spell,Once per turn: You can Special Summon 1 Fairy monster from your hand. You must control no monsters to activate and to resolve this effect.,,,,Continuous,,,,SBCB-EN141,(C),Speed Duel: Battle City Box,1.35
75347539,Valkyrion the Magna Warrior,Effect Monster,effect,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your hand and/or field. You can Tribute this card, then target 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" in your Graveyard; Special Summon them.",3500.0,3850.0,8.0,Rock,EARTH,Magnet Warrior,,SBCB-EN022,(C),Speed Duel: Battle City Box,1.23
93130021,Victory Viper XX03,Effect Monster,effect,"If this card destroys an opponent's monster by battle: Activate 1 of these effects.
● This card gains 400 ATK.
● Target 1 face-up Spell/Trap Card on the field; destroy that target.
● Special Summon 1 ""Option Token"". Its Type, Attribute, Level, ATK and DEF are always the same as this card, but it leaves the field if this card is no longer face-up on the field.",1200.0,1000.0,4.0,Machine,LIGHT,,,SBCB-EN067,(C),Speed Duel: Battle City Box,0.98
14898066,Vorse Raider,Normal Monster,normal,"This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks of his countless victims.",1900.0,1200.0,4.0,Beast-Warrior,DARK,,,SBCB-EN091,(C),Speed Duel: Battle City Box,1.12
12607053,Waboku,Trap Card,trap,You take no battle damage from your opponent's monsters this turn. Your monsters cannot be destroyed by battle this turn.,,,,Normal,,,,SBCB-EN143,(C),Speed Duel: Battle City Box,1.47
13945283,Wall of Illusion,Effect Monster,effect,"If this card is attacked by a monster, after damage calculation: Return that monster to the hand.",1000.0,1850.0,4.0,Fiend,DARK,,,SBCB-EN113,(C),Speed Duel: Battle City Box,1.29
9786492,White Dragon Ritual,Spell Card,spell,"This card is used to Ritual Summon ""Paladin of White Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more.",,,,Ritual,,,,SBCB-EN189,(C),Speed Duel: Battle City Box,1.26
77754944,Widespread Ruin,Trap Card,trap,"When an opponent's monster declares an attack: Destroy the Attack Position monster your opponent controls with the highest ATK (your choice, if tied).",,,,Normal,,,,SBCB-EN122,(C),Speed Duel: Battle City Box,1.4
61166988,Wild Nature's Release,Spell Card,spell,"Target 1 Beast or Beast-Warrior-Type monster; it gains ATK equal to its current DEF until the End Phase. During the End Phase, destroy it.",,,,Normal,,,,SBCB-EN054,(C),Speed Duel: Battle City Box,1.11
62651957,X-Head Cannon,Normal Monster,normal,"A monster with a mighty cannon barrel, it is able to integrate its attacks. It attacks in many ways by combining and separating with other monsters.",1800.0,1500.0,4.0,Machine,LIGHT,ABC,,SBCB-EN063,(C),Speed Duel: Battle City Box,1.86
2111707,XY-Dragon Cannon,Fusion Monster,fusion,"""X-Head Cannon"" + ""Y-Dragon Head""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be Special Summoned from the Graveyard. You can discard 1 card, then target 1 face-up Spell/Trap Card your opponent controls; destroy that target.",2200.0,1900.0,6.0,Machine,LIGHT,ABC,,SBCB-EN083,(C),Speed Duel: Battle City Box,1.65
91998119,XYZ-Dragon Cannon,Fusion Monster,fusion,"""X-Head Cannon"" + ""Y-Dragon Head"" + ""Z-Metal Tank""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be Special Summoned from the GY. You can discard 1 card, then target 1 card your opponent controls; destroy that target.",2800.0,2600.0,8.0,Machine,LIGHT,ABC,,SBCB-EN084,(C),Speed Duel: Battle City Box,1.19
99724761,XZ-Tank Cannon,Fusion Monster,fusion,"""X-Head Cannon"" + ""Z-Metal Tank""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be Special Summoned from the Graveyard. You can discard 1 card, then target 1 face-down Spell/Trap Card your opponent controls; destroy that target.",2400.0,2100.0,6.0,Machine,LIGHT,ABC,,SBCB-EN085,(C),Speed Duel: Battle City Box,1.5
65622692,Y-Dragon Head,Union Effect Monster,effect,"Once per turn, you can either: Target 1 ""X-Head Cannon"" you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card gains 400 ATK/DEF, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.",1500.0,1600.0,4.0,Machine,LIGHT,ABC,,SBCB-EN064,(C),Speed Duel: Battle City Box,1.66
25119460,YZ-Tank Dragon,Fusion Monster,fusion,"""Y-Dragon Head"" + ""Z-Metal Tank""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be Special Summoned from the Graveyard. You can discard 1 card, then target 1 face-down monster your opponent controls; destroy that target.",2100.0,2200.0,6.0,Machine,LIGHT,ABC,,SBCB-EN086,(C),Speed Duel: Battle City Box,1.48
64500000,Z-Metal Tank,Union Effect Monster,effect,"Once per turn, you can either: Target 1 ""X-Head Cannon"" or ""Y-Dragon Head"" you control; equip this card to that target, OR: Unequip this card and Special Summon it. A monster equipped with this card gains 600 ATK/DEF, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.",1500.0,1300.0,4.0,Machine,LIGHT,ABC,,SBCB-EN065,(C),Speed Duel: Battle City Box,4.79
83133491,Zero Gravity,Trap Card,trap,Change the battle positions of all face-up monsters on the field.,,,,Normal,,,,SBCB-EN035,(C),Speed Duel: Battle City Box,1.08
16268841,Zolga,Effect Monster,effect,When a monster is Tribute Summoned by Tributing this card: The owner of this card gains 2000 Life Points.,1700.0,1200.0,4.0,Fairy,EARTH,,,SBCB-EN129,(C),Speed Duel: Battle City Box,1.22
88472456,Zombyra the Dark,Effect Monster,effect,This card cannot attack your opponent directly. If this card destroys a monster by battle: This card loses 200 ATK.,2100.0,500.0,4.0,Warrior,DARK,,,SBCB-EN094,(C),Speed Duel: Battle City Box,1.14
